============================== SRIM-2013.00 ==============================
==============================================================================
===== TRIMOUT.txt: File of Transmitted / Backscattered / Sputtered Atoms =====
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.= Xe(34.7 GeV) ==> Ilford G_5+Glass Soda_Li( 8.24 mm) =======
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  490 54 .1179377E+11   8240000E+01 -.3431E+06 -.1111E+06   .9999905 -.0031904  .0029573
T  491 54 .1178873E+11   8240000E+01  .9670E+04 -.1098E+05   .9999966  .0022404 -.0013030
T  492 54 .1184067E+11   8240000E+01 -.1136E+06 -.2207E+06   .9999745 -.0045303 -.0055149
T  493 54 .1174349E+11   8240000E+01  .1245E+06 -.1558E+06   .9999687  .0055079 -.0056777
T  494 54 .1177538E+11   8240000E+01  .4028E+06  .2102E+06   .9999500  .0076125  .0064899
T  495 54 .1180025E+11   8240000E+01  .1981E+06  .1439E+05   .9999960  .0024948 -.0013606
T  496 54 .1177931E+11   8240000E+01 -.1501E+06  .1437E+06   .9999927 -.0027532  .0026409
T  497 54 .1178759E+11   8240000E+01 -.2454E+06 -.4371E+05   .9999796 -.0048170 -.0041924
T  498 54 .1180117E+11   8240000E+01  .1554E+06 -.5467E+05   .9999863  .0046795 -.0023526
T  499 54 .1173862E+11   8240000E+01 -.8172E+05  .5822E+05   .9999498 -.0093841  .0035145
T  500 54 .1184101E+11   8240000E+01 -.2174E+06  .1353E+06   .9999583 -.0051369  .0075569
T  501 54 .1170823E+11   8240000E+01  .4002E+05 -.1987E+06   .9999897  .0001621 -.0045350
T  502 54 .1179672E+11   8240000E+01  .3193E+05 -.5072E+05   .9999921 -.0039598 -.0002605
T  503 54 .1179427E+11   8240000E+01  .1827E+06  .1694E+06   .9999951  .0002213  .0031106
T  504 54 .1179955E+11   8240000E+01  .5281E+05  .1830E+06   .9999971  .0023890 -.0002488
T  505 54 .1185540E+11   8240000E+01  .1968E+06 -.2029E+06   .9999734  .0037603 -.0062472
T  506 54 .1180983E+11   8240000E+01 -.9076E+05  .2550E+06   .9999714 -.0016785  .0073805
T  507 54 .1181519E+11   8240000E+01 -.1086E+06 -.6076E+05   .9999880 -.0048519 -.0006631
T  508 54 .1186811E+11   8240000E+01  .2202E+06  .1480E+06   .9999525  .0022222  .0094857
T  509 54 .1181381E+11   8240000E+01 -.1263E+06  .2000E+04   .9999863 -.0045679 -.0025430
T  510 54 .1170190E+11   8240000E+01 -.2652E+06  .7186E+05   .9999651 -.0080528  .0022179
T  511 54 .1173382E+11   8240000E+01  .1779E+06  .7486E+05   .9999788  .0035871 -.0054336
T  512 54 .1172674E+11   8240000E+01  .1400E+06  .4214E+06   .9999481  .0003748  .0101801
T  513 54 .1178343E+11   8240000E+01 -.3601E+05 -.2985E+05   .9999999  .0003850 -.0002269
T  514 54 .1180921E+11   8240000E+01 -.1032E+06 -.6190E+05   .9999948 -.0031999  .0004453
T  515 54 .1171834E+11   8240000E+01  .5921E+05 -.9017E+05   .9999928  .0015020 -.0034930
T  516 54 .1172421E+11   8240000E+01 -.8806E+05 -.2907E+06   .9999409  .0002368  .0108726
T  517 54 .1172320E+11   8240000E+01  .5862E+03 -.2040E+06   .9999271 -.0018331 -.0119313
T  518 54 .1169159E+11   8240000E+01  .1940E+06  .7707E+05   .9999969  .0009331 -.0023239
T  519 54 .1178474E+11   8240000E+01 -.2629E+06 -.6020E+05   .9999733 -.0072772  .0006185
T  520 54 .1184587E+11   8240000E+01 -.4723E+05  .1173E+06   .9999986  .0016238  .0003087
T  521 54 .1171505E+11   8240000E+01  .2040E+06 -.6172E+05   .9999998  .0002780 -.0005923
T  522 54 .1184753E+11   8240000E+01 -.1106E+06 -.3576E+05   .9999879 -.0024500 -.0042724
T  523 54 .1173331E+11   8240000E+01 -.2296E+06  .2042E+06   .9999901 -.0040508  .0018627
T  524 54 .1182480E+11   8240000E+01  .3173E+05  .5439E+05   .9999915 -.0041165  .0000123
T  525 54 .1176561E+11   8240000E+01 -.5031E+05  .1056E+06   .9999970 -.0014582  .0019736
T  526 54 .1175634E+11   8240000E+01  .6144E+05  .6547E+05   .9999840  .0012159  .0055184
T  527 54 .1173003E+11   8240000E+01 -.8189E+05 -.4773E+04   .9999874 -.0041271 -.0028737
T  528 54 .1173818E+11   8240000E+01  .2171E+06 -.2034E+05   .9999507  .0098351 -.0013795
T  529 54 .1181181E+11   8240000E+01  .4262E+06  .9591E+05   .9998828  .0151089  .0024847
T  530 54 .1177650E+11   8240000E+01  .7541E+05  .3223E+06   .9999849  .0022908  .0049891
T  531 54 .1178359E+11   8240000E+01  .6680E+05  .1002E+06   .9999960 -.0027456  .0006684
T  532 54 .1178091E+11   8240000E+01 -.1727E+06  .9366E+05   .9999809 -.0043258 -.0044217
T  533 54 .1180798E+11   8240000E+01 -.8741E+03 -.1536E+06   .9999990  .0013815 -.0004302
T  534 54 .1189523E+11   8240000E+01 -.1980E+05 -.2203E+06   .9999995  .0005123  .0009059
T  535 54 .1176190E+11   8240000E+01 -.3054E+05 -.1274E+06   .9999859  .0043297 -.0030852
T  536 54 .1177221E+11   8240000E+01  .9124E+05 -.1031E+05   .9999981 -.0016502  .0010337
T  537 54 .1184726E+11   8240000E+01  .1646E+06 -.2255E+05   .9999877  .0045301 -.0020400
T  538 54 .1177963E+11   8240000E+01  .6192E+05  .1536E+06   .9999985 -.0002010  .0017424
T  539 54 .1178638E+11   8240000E+01 -.3884E+05 -.1737E+06   .9999931  .0014605 -.0034300
T  540 54 .1188669E+11   8240000E+01  .9139E+04  .2383E+06   .9999926 -.0001850  .0038392
T  541 54 .1180658E+11   8240000E+01 -.1672E+06 -.3166E+06   .9999996 -.0002095  .0008429
T  542 54 .1178472E+11   8240000E+01  .3560E+05 -.2332E+06   .9999776  .0010832 -.0066078
T  543 54 .1175133E+11   8240000E+01 -.1171E+06 -.4163E+05   .9999998  .0006132  .0001015
T  544 54 .1182516E+11   8240000E+01  .1824E+06  .1264E+06   .9999546  .0091355  .0027253
T  545 54 .1173332E+11   8240000E+01  .3047E+06  .4576E+05   .9999945  .0032530  .0006014
T  546 54 .1176089E+11   8240000E+01 -.5866E+05 -.1582E+06   .9999927 -.0021959 -.0031406
T  547 54 .1182271E+11   8240000E+01 -.1580E+05  .2048E+06   .9999739  .0061159  .0038474
T  548 54 .1178681E+11   8240000E+01 -.4135E+05  .3686E+06   .9999799  .0024818  .0058393
T  549 54 .1183608E+11   8240000E+01 -.1779E+05  .7174E+05   .9999951 -.0003987  .0030937
T  550 54 .1183017E+11   8240000E+01  .9755E+05  .5912E+04   .9999936  .0020626 -.0029127
T  551 54 .1175850E+11   8240000E+01 -.4812E+05  .9794E+05   .9999982 -.0003978 -.0018451
T  552 54 .1178900E+11   8240000E+01  .1363E+06 -.3906E+04   .9999989  .0014363 -.0004104
T  553 54 .1175506E+11   8240000E+01  .8047E+05  .1096E+05   .9999891  .0045099  .0012466
T  554 54 .1179135E+11   8240000E+01  .4822E+05 -.1294E+06   .9999648  .0013333 -.0082790
T  555 54 .1179906E+11   8240000E+01 -.9607E+05 -.5847E+05   .9999720 -.0074474 -.0007214
T  556 54 .1176293E+11   8240000E+01  .8076E+05  .7753E+05   .9999957 -.0029187  .0000773
T  557 54 .1173276E+11   8240000E+01  .1827E+06  .1941E+05   .9999986  .0016012 -.0004771
T  558 54 .1187287E+11   8240000E+01  .8970E+05 -.1828E+06   .9999932  .0032033 -.0018198
T  559 54 .1181007E+11   8240000E+01 -.1380E+06 -.2090E+06   .9999823 -.0059102  .0006552
T  560 54 .1182275E+11   8240000E+01 -.7345E+05 -.2625E+06   .9999941 -.0027207 -.0020887
T  561 54 .1167588E+11   8240000E+01  .2544E+06  .3221E+06   .9999535  .0041358  .0087147
T  562 54 .1177774E+11   8240000E+01 -.8944E+05 -.2121E+05   .9999964 -.0004053  .0026558
T  563 54 .1187478E+11   8240000E+01  .8646E+05  .8925E+05   .9999902  .0041733 -.0014690
T  564 54 .1177702E+11   8240000E+01  .1391E+06  .6669E+05   .9999902  .0043990  .0003881
T  565 54 .1175582E+11   8240000E+01  .1555E+06  .1077E+06   .9999975 -.0003261  .0022126
T  566 54 .1185237E+11   8240000E+01  .2684E+06 -.1180E+06   .9999660  .0065486 -.0050058
T  567 54 .1183026E+11   8240000E+01 -.8509E+05 -.2144E+06   .9998917 -.0043461 -.0140578
T  568 54 .1181401E+11   8240000E+01 -.1846E+06 -.2658E+05   .9999760 -.0063522 -.0027625
T  569 54 .1176774E+11   8240000E+01 -.3060E+05  .1113E+06   .9999966  .0009243  .0024211
T  570 54 .1180225E+11   8240000E+01 -.1139E+06  .1135E+06   .9999974 -.0002489 -.0022776
T  571 54 .1175235E+11   8240000E+01  .9230E+05  .9227E+05   .9999974  .0015827 -.0016557
T  572 54 .1173815E+11   8240000E+01  .9384E+05  .1051E+06   .9999948  .0030258  .0011420
T  573 54 .1176772E+11   8240000E+01 -.5602E+05 -.4825E+05   .9999906 -.0023871 -.0036319
T  574 54 .1184873E+11   8240000E+01 -.9061E+05  .1433E+06   .9999809 -.0060403  .0012952
T  575 54 .1178319E+11   8240000E+01  .9503E+05 -.1100E+06   .9999758  .0068364 -.0012585
T  576 54 .1189647E+11   8240000E+01 -.1979E+06 -.1861E+06   .9999536 -.0083844 -.0047478
T  577 54 .1181380E+11   8240000E+01 -.9315E+04 -.1183E+06   .9999325  .0003284 -.0116112
T  578 54 .1180790E+11   8240000E+01  .5668E+05  .3770E+05   .9999989 -.0010141 -.0010727
T  579 54 .1173231E+11   8240000E+01 -.2918E+06 -.2656E+06   .9998974 -.0117968 -.0081240
T  580 54 .1183100E+11   8240000E+01  .9697E+05 -.4500E+06   .9999476  .0028245 -.0098373
T  581 54 .1178108E+11   8240000E+01  .9524E+05 -.2092E+06   .9999774 -.0010414 -.0066488
T  582 54 .1179963E+11   8240000E+01  .1971E+06  .1168E+06   .9999872  .0047397  .0017926
T  583 54 .1177433E+11   8240000E+01  .2776E+05 -.1485E+06   .9999499  .0009327 -.0099628
T  584 54 .1187553E+11   8240000E+01 -.8284E+05  .3938E+05   .9999822 -.0020330 -.0056095
T  585 54 .1177606E+11   8240000E+01 -.3904E+05 -.4755E+05   .9999985 -.0009498  .0014338
T  586 54 .1179567E+11   8240000E+01 -.1161E+06  .5239E+05   .9999877  .0014505  .0047515
T  587 54 .1175447E+11   8240000E+01 -.1246E+05 -.8145E+05   .9999909  .0007485 -.0041992
T  588 54 .1180014E+11   8240000E+01 -.8559E+05 -.2046E+06   .9999978 -.0002488 -.0020716
T  589 54 .1179196E+11   8240000E+01 -.4243E+05  .2736E+06   .9999006 -.0027640  .0138266
T  590 54 .1181643E+11   8240000E+01  .2568E+05  .1408E+06   .9999756  .0004477  .0069690
T  591 54 .1177529E+11   8240000E+01  .2314E+06 -.2317E+06   .9999511  .0021488 -.0096494
T  592 54 .1178903E+11   8240000E+01 -.3143E+06 -.1143E+06   .9999490 -.0093278 -.0038618
T  593 54 .1177821E+11   8240000E+01 -.1583E+06  .1610E+06   .9999547 -.0077480  .0055314
T  594 54 .1177351E+11   8240000E+01  .2019E+06  .2584E+06   .9999924  .0034638  .0017647
T  595 54 .1189175E+11   8240000E+01 -.7755E+05  .1617E+06   .9999832 -.0021988  .0053591
T  596 54 .1174629E+11   8240000E+01  .7763E+05 -.3078E+05   .9999961 -.0005027 -.0027349
T  597 54 .1182292E+11   8240000E+01  .5580E+05 -.9375E+05   .9999938  .0001195 -.0035067
T  598 54 .1184697E+11   8240000E+01  .1936E+06 -.2006E+06   .9999984  .0017546 -.0003588
T  599 54 .1180762E+11   8240000E+01  .5914E+06 -.3149E+05   .9999531  .0096812 -.0001451
T  600 54 .1182174E+11   8240000E+01 -.1705E+06 -.5452E+05   .9999780 -.0064068 -.0017440
T  601 54 .1178401E+11   8240000E+01 -.7118E+05  .2175E+03   .9999916 -.0015697 -.0037913
T  602 54 .1182906E+11   8240000E+01  .1731E+05 -.2227E+06   .9999930  .0023745 -.0028936
T  603 54 .1180511E+11   8240000E+01  .2223E+06  .1427E+06   .9999920  .0035911  .0017342
T  604 54 .1171941E+11   8240000E+01  .2327E+06 -.1040E+06   .9999925  .0033585 -.0019143
T  605 54 .1184531E+11   8240000E+01  .1284E+06 -.4163E+06   .9999771 -.0001756 -.0067681
T  606 54 .1173425E+11   8240000E+01 -.3717E+06  .2204E+05   .9999487 -.0076034  .0066895
T  607 54 .1182702E+11   8240000E+01 -.1245E+06  .5450E+05   .9999888 -.0000398  .0047371
T  608 54 .1181854E+11   8240000E+01 -.8330E+05 -.1473E+06   .9999723 -.0067648 -.0031196
T  609 54 .1178339E+11   8240000E+01 -.1333E+06 -.2383E+05   .9999949 -.0031416 -.0005302
T  610 54 .1176067E+11   8240000E+01  .1300E+06  .1093E+05   .9999513  .0090622  .0038987
T  611 54 .1176840E+11   8240000E+01  .1063E+06  .6054E+05   .9999961  .0015821 -.0022877
T  612 54 .1179898E+11   8240000E+01  .3458E+06  .1709E+06   .9999535  .0085112  .0045338
T  613 54 .1179457E+11   8240000E+01 -.3142E+06 -.1121E+06   .9999770 -.0066218 -.0014753
T  614 54 .1177628E+11   8240000E+01  .3890E+05 -.1022E+06   .9999834  .0041657 -.0039895
T  615 54 .1177146E+11   8240000E+01  .1424E+06  .1068E+05   .9999847  .0051866  .0019343
T  616 54 .1177203E+11   8240000E+01  .1696E+06  .7813E+05   .9999915 -.0010659  .0039880
T  617 54 .1178433E+11   8240000E+01  .3417E+05  .2283E+06   .9999421 -.0004954  .0107451
T  618 54 .1181963E+11   8240000E+01  .9222E+05 -.2340E+06   .9999682  .0008608 -.0079282
T  619 54 .1180154E+11   8240000E+01  .1753E+06 -.4348E+05   .9999969  .0016526 -.0018728
T  620 54 .1174020E+11   8240000E+01  .1220E+06 -.7252E+05   .9999976  .0018843  .0010738
T  621 54 .1172595E+11   8240000E+01 -.1013E+06 -.1539E+06   .9999966 -.0009468 -.0024346
T  622 54 .1178185E+11   8240000E+01  .1752E+06  .1904E+06   .9999904  .0017196  .0040414
T  623 54 .1172801E+11   8240000E+01 -.6310E+05  .1521E+06   .9999910  .0001876  .0042444
T  624 54 .1181037E+11   8240000E+01  .7280E+05  .3871E+05   .9999936  .0032473 -.0015266
T  625 54 .1178031E+11   8240000E+01 -.1276E+06 -.1588E+06   .9999928 -.0023623 -.0029844
T  626 54 .1184151E+11   8240000E+01  .1031E+06  .2802E+06   .9999992 -.0010044  .0007764
T  627 54 .1175971E+11   8240000E+01 -.5340E+05  .5400E+05   .9999942 -.0032030 -.0011372
T  628 54 .1175958E+11   8240000E+01  .2641E+05 -.2553E+06   .9999913  .0004059 -.0041412
T  629 54 .1185349E+11   8240000E+01  .6623E+04  .1636E+06   .9999874 -.0013063  .0048451
T  630 54 .1176100E+11   8240000E+01  .3417E+06  .9591E+05   .9998840  .0144980  .0046650
T  631 54 .1174744E+11   8240000E+01 -.1185E+06  .1107E+06   .9999338 -.0043508  .0106543
T  632 54 .1180700E+11   8240000E+01  .8984E+05  .2969E+05   .9999964  .0016008  .0021686
T  633 54 .1176892E+11   8240000E+01 -.1114E+06  .1165E+06   .9999662 -.0030843  .0076227
T  634 54 .1179571E+11   8240000E+01  .2182E+06  .2160E+06   .9999497  .0071229  .0070634
T  635 54 .1181903E+11   8240000E+01 -.8793E+04  .5356E+05   .9999943 -.0027642  .0019135
T  636 54 .1173651E+11   8240000E+01 -.1154E+06 -.1603E+06   .9999737 -.0050290 -.0052315
T  637 54 .1177236E+11   8240000E+01 -.3081E+06 -.6298E+05   .9999467 -.0068976 -.0076790
T  638 54 .1178691E+11   8240000E+01  .2624E+06 -.1872E+05   .9999815  .0059698 -.0011619
T  639 54 .1178224E+11   8240000E+01 -.5349E+04  .6444E+05   .9999873  .0050223  .0002854
T  640 54 .1183115E+11   8240000E+01 -.5340E+05  .1740E+05   .9999770 -.0013491  .0066411
T  641 54 .1176119E+11   8240000E+01 -.1687E+06 -.1369E+06   .9999893 -.0046194  .0001284
T  642 54 .1177374E+11   8240000E+01 -.1197E+05  .3141E+05   .9999660 -.0046594  .0067972
T  643 54 .1173296E+11   8240000E+01  .4199E+04 -.3536E+05   .9999928  .0029731  .0023467
T  644 54 .1172073E+11   8240000E+01 -.8175E+05 -.9149E+05   .9999940 -.0031637  .0014427
T  645 54 .1176053E+11   8240000E+01 -.8552E+05 -.1834E+06   .9999754 -.0016482 -.0068202
T  646 54 .1175918E+11   8240000E+01 -.1155E+06 -.1833E+06   .9999567 -.0092559 -.0009545
T  647 54 .1177002E+11   8240000E+01 -.6050E+05 -.2981E+05   .9999951 -.0012278  .0028936
T  648 54 .1176035E+11   8240000E+01 -.5691E+05  .3009E+06   .9999826  .0000883  .0059043
T  649 54 .1186298E+11   8240000E+01 -.1475E+06 -.1037E+06   .9999943 -.0030251 -.0015011
T  650 54 .1178157E+11   8240000E+01  .3764E+06 -.4599E+06   .9998202  .0069058 -.0176606
T  651 54 .1175743E+11   8240000E+01 -.1195E+06 -.1803E+06   .9999837 -.0055520  .0013346
T  652 54 .1180423E+11   8240000E+01 -.2400E+06 -.9882E+05   .9999632 -.0071769 -.0047089
T  653 54 .1177102E+11   8240000E+01  .1033E+06 -.1301E+06   .9999985 -.0004777 -.0016434
T  654 54 .1168897E+11   8240000E+01 -.7432E+04  .2105E+06   .9999835 -.0020652  .0053613
T  655 54 .1185308E+11   8240000E+01  .2701E+06  .3921E+05   .9999981  .0009500  .0017305
T  656 54 .1174431E+11   8240000E+01 -.2022E+06 -.9712E+05   .9999822 -.0045960 -.0038066
T  657 54 .1177790E+11   8240000E+01  .7287E+05 -.2151E+05   .9999854  .0050401 -.0019480
T  658 54 .1183149E+11   8240000E+01 -.2278E+06 -.2082E+06   .9999565 -.0075998 -.0054081
T  659 54 .1180915E+11   8240000E+01  .2323E+06 -.1983E+06   .9999927  .0030499 -.0022832
T  660 54 .1185385E+11   8240000E+01 -.4502E+05  .6490E+05   .9999839 -.0003157  .0056731
T  661 54 .1177919E+11   8240000E+01 -.1605E+06 -.5433E+05   .9999943 -.0027938  .0018924
T  662 54 .1180417E+11   8240000E+01  .2371E+06  .5375E+05   .9999713  .0053356 -.0053731
T  663 54 .1184945E+11   8240000E+01 -.6604E+05  .1099E+06   .9999998 -.0006681 -.0000031
T  664 54 .1176950E+11   8240000E+01  .8183E+05 -.1045E+06   .9999775  .0015703 -.0065193
T  665 54 .1170784E+11   8240000E+01  .7855E+05  .1224E+06   .9999887  .0028517  .0038043
T  666 54 .1187267E+11   8240000E+01 -.7168E+05 -.1527E+06   .9999946 -.0027131 -.0018767
T  667 54 .1172128E+11   8240000E+01  .1947E+06 -.1610E+06   .9999151  .0126942 -.0029392
T  668 54 .1186643E+11   8240000E+01  .2880E+06 -.3658E+06   .9999002  .0004586 -.0141176
T  669 54 .1179576E+11   8240000E+01 -.2729E+06  .6574E+05   .9999953 -.0030412  .0003359
T  670 54 .1178314E+11   8240000E+01  .2073E+06 -.2013E+05   .9999801  .0061593  .0013711
T  671 54 .1169260E+11   8240000E+01 -.1797E+06  .1728E+05   .9999632 -.0066702  .0054035
T  672 54 .1187526E+11   8240000E+01 -.1275E+06  .1216E+06   .9999765 -.0062808  .0027624
T  673 54 .1187273E+11   8240000E+01  .1253E+06  .2601E+06   .9999875 -.0037055  .0033660
T  674 54 .1175909E+11   8240000E+01  .7184E+05 -.1701E+05   .9999979  .0020481  .0000346
T  675 54 .1181700E+11   8240000E+01 -.1479E+06 -.1179E+05   .9999976 -.0021769 -.0003946
T  676 54 .1178446E+11   8240000E+01  .2245E+05  .1636E+06   .9999958  .0010904  .0026774
T  677 54 .1181876E+11   8240000E+01 -.2255E+06 -.1433E+06   .9999584 -.0084623  .0034093
T  678 54 .1181551E+11   8240000E+01 -.4906E+06 -.6183E+04   .9999674 -.0068005  .0043466
T  679 54 .1173576E+11   8240000E+01 -.1115E+06  .1720E+06   .9999931 -.0028176  .0024275
T  680 54 .1172710E+11   8240000E+01 -.2272E+06  .2147E+06   .9999840 -.0030161  .0047807
T  681 54 .1184975E+11   8240000E+01  .1802E+06 -.4871E+05   .9999683  .0065610 -.0045192
T  682 54 .1174788E+11   8240000E+01 -.2222E+06  .4067E+05   .9999869 -.0050994 -.0003661
T  683 54 .1180239E+11   8240000E+01  .1403E+06  .1989E+06   .9999716  .0047308  .0058703
T  684 54 .1181506E+11   8240000E+01  .5187E+04  .2529E+05   .9999926 -.0019008  .0033469
T  685 54 .1179222E+11   8240000E+01  .1057E+06  .1869E+05   .9999885 -.0008805 -.0047162
T  686 54 .1178676E+11   8240000E+01 -.7536E+05 -.6431E+05   .9999757 -.0032923 -.0061496
T  687 54 .1181451E+11   8240000E+01 -.1035E+05 -.2044E+06   .9999871 -.0012302 -.0049377
T  688 54 .1180732E+11   8240000E+01 -.2332E+06 -.7593E+05   .9999876 -.0039393 -.0030457
T  689 54 .1182794E+11   8240000E+01  .4227E+04  .4632E+04   .9999990 -.0011557 -.0007999
T  690 54 .1179017E+11   8240000E+01 -.1303E+06 -.5927E+05   .9999969  .0019400  .0015297
T  691 54 .1177956E+11   8240000E+01 -.5463E+05  .2823E+05   .9999950 -.0021668  .0023013
T  692 54 .1173814E+11   8240000E+01  .5960E+05 -.2655E+06   .9999673  .0044032 -.0067891
T  693 54 .1176894E+11   8240000E+01  .3657E+06  .4355E+05   .9999547  .0093443  .0018144
T  694 54 .1177019E+11   8240000E+01  .2210E+06 -.2296E+06   .9999884  .0048199 -.0000486
T  695 54 .1175608E+11   8240000E+01  .2039E+06  .9668E+04   .9999971  .0008891  .0022327
T  696 54 .1187926E+11   8240000E+01 -.4261E+05 -.6529E+05   .9999908 -.0015899  .0039774
T  697 54 .1178288E+11   8240000E+01 -.7872E+04  .2082E+05   .9999911  .0039704 -.0014175
T  698 54 .1178334E+11   8240000E+01  .2373E+05 -.1380E+06   .9999961  .0014088 -.0023970
T  699 54 .1182641E+11   8240000E+01 -.1736E+06 -.6650E+05   .9999691 -.0032134 -.0071716
T  700 54 .1174855E+11   8240000E+01  .1447E+06 -.1419E+06   .9999659  .0076274 -.0031557
T  701 54 .1176813E+11   8240000E+01 -.1998E+06 -.7283E+04   .9999921 -.0038289 -.0011048
T  702 54 .1175336E+11   8240000E+01 -.1581E+06  .8826E+05   .9999630 -.0083640  .0020285
T  703 54 .1178151E+11   8240000E+01  .4383E+06 -.2884E+06   .9999191  .0076833 -.0101371
T  704 54 .1180696E+11   8240000E+01  .2223E+06 -.3425E+05   .9999954  .0025693  .0016231
T  705 54 .1179613E+11   8240000E+01  .2124E+06 -.1195E+06   .9999865  .0050963  .0010577
T  706 54 .1181552E+11   8240000E+01 -.6597E+05 -.2692E+05   .9999993  .0001907 -.0011432
T  707 54 .1181295E+11   8240000E+01 -.1560E+06 -.6058E+05   .9999737 -.0066875 -.0027993
T  708 54 .1179851E+11   8240000E+01 -.8716E+05 -.5702E+05   .9999968 -.0025142 -.0001856
T  709 54 .1180595E+11   8240000E+01  .8322E+04 -.2623E+05   .9999999 -.0001195  .0000344
T  710 54 .1187610E+11   8240000E+01  .3390E+05  .1329E+06   .9999898  .0021522  .0039746
T  711 54 .1179383E+11   8240000E+01  .9036E+04  .5507E+04   .9999955  .0029103  .0007562
T  712 54 .1170778E+11   8240000E+01 -.1479E+05  .5572E+05   .9999989  .0014065  .0005178
T  713 54 .1176106E+11   8240000E+01 -.3149E+05  .1420E+06   .9999968  .0013984 -.0021307
T  714 54 .1179640E+11   8240000E+01 -.1796E+06  .1238E+06   .9999845 -.0047936  .0028172
T  715 54 .1177642E+11   8240000E+01  .1108E+06 -.2963E+03   .9999876  .0028152 -.0041119
T  716 54 .1178955E+11   8240000E+01  .2317E+06  .3276E+05   .9999838  .0043533  .0036790
T  717 54 .1178329E+11   8240000E+01 -.5121E+05 -.1292E+06   .9999931  .0000169 -.0037068
T  718 54 .1180899E+11   8240000E+01  .1466E+06 -.1458E+06   .9999920  .0037915 -.0012801
T  719 54 .1179100E+11   8240000E+01  .1818E+06 -.1229E+06   .9999978 -.0001715 -.0020789
T  720 54 .1169353E+11   8240000E+01 -.1118E+06  .1793E+06   .9999712 -.0053132  .0054121
T  721 54 .1180063E+11   8240000E+01  .4773E+05  .2736E+05   .9999900 -.0011368  .0043298
T  722 54 .1178237E+11   8240000E+01  .1283E+06 -.4553E+05   .9999837  .0030111 -.0048439
T  723 54 .1183142E+11   8240000E+01 -.2306E+05 -.2167E+06   .9999962  .0008873 -.0026184
T  724 54 .1178902E+11   8240000E+01  .1410E+06 -.7812E+04   .9999901 -.0033095  .0029632
T  725 54 .1175093E+11   8240000E+01 -.1230E+05 -.1975E+06   .9999688 -.0069846 -.0036998
T  726 54 .1189705E+11   8240000E+01 -.5818E+05 -.7258E+05   .9999965 -.0001060 -.0026255
T  727 54 .1181675E+11   8240000E+01 -.2331E+05  .4251E+06   .9999440  .0000565  .0105829
T  728 54 .1176221E+11   8240000E+01 -.3058E+05  .1891E+06   .9999826 -.0024628  .0053671
T  729 54 .1175470E+11   8240000E+01  .3324E+05  .1450E+05   .9999877  .0030462  .0039114
T  730 54 .1171459E+11   8240000E+01  .9549E+05 -.5972E+05   .9999925  .0037944 -.0008173
T  731 54 .1177745E+11   8240000E+01 -.1668E+05 -.1841E+06   .9999864 -.0023674 -.0046438
T  732 54 .1176894E+11   8240000E+01 -.1312E+06  .1763E+06   .9999932 -.0024129  .0027956
T  733 54 .1182977E+11   8240000E+01 -.2156E+06 -.5451E+05   .9999959 -.0027264  .0009059
T  734 54 .1177219E+11   8240000E+01  .7557E+05  .2258E+06   .9999815  .0001208  .0060853
T  735 54 .1181903E+11   8240000E+01  .4658E+05 -.2224E+06   .9999983  .0014109 -.0011966
T  736 54 .1178652E+11   8240000E+01  .1341E+06  .3074E+06   .9999545  .0037287  .0087750
T  737 54 .1182391E+11   8240000E+01 -.3924E+06 -.1152E+05   .9999863 -.0052265  .0001005
T  738 54 .1179965E+11   8240000E+01  .1375E+06  .1370E+05   .9999998 -.0004780 -.0002907
T  739 54 .1182936E+11   8240000E+01  .4980E+05  .1400E+06   .9999801  .0003845  .0062922
T  740 54 .1180376E+11   8240000E+01  .1617E+06  .5118E+05   .9999772 -.0010308  .0066777
T  741 54 .1176544E+11   8240000E+01 -.6036E+05  .1181E+06   .9999884 -.0011927  .0046682
T  742 54 .1168801E+11   8240000E+01  .8979E+04  .8451E+05   .9999940 -.0006452  .0034042
T  743 54 .1182019E+11   8240000E+01  .4475E+05  .9258E+05   .9999943 -.0026607  .0020673
T  744 54 .1179189E+11   8240000E+01 -.1891E+06 -.1034E+06   .9999745 -.0049521 -.0051423
T  745 54 .1181592E+11   8240000E+01 -.1671E+06 -.5233E+05   .9999868 -.0046410 -.0022104
T  746 54 .1184049E+11   8240000E+01  .6507E+05  .5029E+05   .9999929  .0016629  .0033939
T  747 54 .1186266E+11   8240000E+01  .1978E+06 -.2338E+06   .9999956 -.0004737 -.0029371
T  748 54 .1177970E+11   8240000E+01  .2018E+05 -.1588E+06   .9999796  .0033679 -.0054337
T  749 54 .1171542E+11   8240000E+01 -.7104E+04 -.2157E+06   .9999786 -.0041533 -.0050460
